Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
ENGINEER,74375,2.28064E+15,Jul-30,305,1
ENGINEER,9249,3.04366E+13,Dec-33,708,0
DOCTOR,92498,3.53045E+15,Feb-31,377,1
ENGINEER,40965,3.45259E+14,Mar-25,411,0
ENGINEER,49522,1.80021E+14,Jun-34,244,0
LAWYER,78782,3.52361E+15,Jan-30,837,0
DOCTOR,56041,2.23466E+15,Aug-28,418,0
ENGINEER,52392,2.13134E+14,Apr-29,932,1
ENGINEER,68115,4.06736E+12,Aug-32,384,1
DOCTOR,30236,3.72237E+14,Dec-24,190,1
DOCTOR,73468,2.24821E+15,Apr-29,959,0
LAWYER,48756,2.28985E+15,Feb-31,728,1
LAWYER,88878,4.87318E+18,Sep-28,22,1
LAWYER,45005,4.06727E+12,Dec-31,191,0
DOCTOR,33419,6.01114E+15,Jul-25,453,0
LAWYER,25973,6.01175E+15,Apr-32,774,1
DOCTOR,8497,4.87248E+15,Nov-28,610,1
LAWYER,52221,4.9449E+15,May-32,170,1
ENGINEER,44306,4.76044E+15,Aug-28,361,0
DOCTOR,59425,4.39134E+15,Aug-29,938,0
LAWYER,90845,6.3902E+11,Jul-32,21,0
ENGINEER,2019,6.55648E+15,Aug-27,787,1
LAWYER,38772,3.50985E+15,Sep-28,6,1
DOCTOR,7394,6.54448E+15,Dec-25,185,1
LAWYER,34402,2.25539E+15,Dec-29,309,0
DOCTOR,99068,4.77982E+18,Feb-31,764,0
LAWYER,54183,4.47655E+15,Feb-26,228,0
LAWYER,12796,4.72147E+15,Apr-33,3861,0
DOCTOR,75383,1.80035E+14,Aug-29,991,0
LAWYER,46505,2.13177E+14,Aug-25,506,1
ENGINEER,22047,4.63102E+15,Oct-30,175,1
LAWYER,93799,3.00876E+13,Jul-29,882,0
ENGINEER,45730,4.676E+18,Mar-25,626,1
LAWYER,42570,4.42875E+15,Jan-27,346,0
ENGINEER,41532,4.97716E+18,Jul-34,151,0
LAWYER,104,4.28593E+15,Oct-26,335,1
LAWYER,55595,4.42904E+18,Jun-32,321,1
LAWYER,93874,5.71655E+11,Jul-30,443,1
LAWYER,53518,4.82003E+18,Dec-26,390,1
ENGINEER,86777,4.62229E+12,Jul-26,399,0
DOCTOR,82425,3.00189E+13,Feb-28,238,1
LAWYER,91729,4.95951E+18,Jul-29,987,0
LAWYER,92942,3.51783E+15,May-34,175,1
ENGINEER,84391,1.80044E+14,Oct-32,724,0
DOCTOR,67954,2.27143E+15,Oct-26,685,0
LAWYER,16100,3.5541E+15,Nov-27,562,1
LAWYER,91999,6.54856E+15,Aug-29,810,1
ENGINEER,61551,2.28851E+15,Oct-25,438,0
ENGINEER,49154,3.05205E+13,Sep-25,394,0
ENGINEER,66413,5.25364E+15,Jan-26,366,1
LAWYER,10546,3.54846E+15,Dec-33,394,0
DOCTOR,19537,5.23958E+15,May-25,5308,0
LAWYER,61682,4.73089E+18,Aug-26,987,0
ENGINEER,47191,3.63481E+13,Aug-32,600,1
DOCTOR,11245,2.24335E+15,Sep-25,546,1
DOCTOR,90759,6.01167E+15,Jan-34,819,0
DOCTOR,57735,3.54864E+15,Jan-30,675,1
DOCTOR,11070,3.56275E+15,Aug-33,986,0
LAWYER,11977,3.53419E+15,Jan-27,304,0
DOCTOR,9196,4.93514E+18,Jul-25,857,0
LAWYER,41461,5.46498E+15,Jan-28,1,0
LAWYER,94006,1.80002E+14,Apr-26,68,0
LAWYER,20897,2.13128E+14,Mar-28,732,1
DOCTOR,95875,4.94395E+15,Aug-34,681,1
LAWYER,89295,4.04214E+15,Mar-25,12,0
DOCTOR,51433,2.72003E+15,Oct-31,8303,0
DOCTOR,6136,2.13168E+14,Sep-26,769,1
ENGINEER,28006,4.87676E+18,Nov-30,293,0
ENGINEER,89635,4.94263E+12,May-34,795,0
ENGINEER,60490,3.54748E+15,Dec-28,311,0
ENGINEER,4725,3.00657E+13,Mar-28,38,0
DOCTOR,17077,3.03224E+13,Nov-29,333,1
LAWYER,18873,3.71896E+14,Apr-34,494,1
DOCTOR,96781,4.79447E+12,Jul-33,500,1
DOCTOR,93079,3.56916E+15,Mar-29,538,1
LAWYER,64751,3.03502E+13,Nov-24,364,0
DOCTOR,72180,3.01736E+13,Aug-27,711,0
DOCTOR,37009,60497269740,May-33,407,0
DOCTOR,52536,4.0151E+18,Feb-25,625,1
LAWYER,11251,4.50669E+15,Oct-34,8774,0
DOCTOR,86547,6.52951E+15,Sep-25,705,1
LAWYER,99555,6.76227E+11,May-34,695,0
LAWYER,60446,3.58949E+15,Jul-33,653,1
ENGINEER,29406,4.62621E+15,Oct-29,7245,0
ENGINEER,75111,2.13123E+14,Feb-32,393,0
LAWYER,53224,4.51871E+18,Nov-26,208,0
DOCTOR,82161,6.01105E+15,Jul-31,654,0
DOCTOR,81798,3.85484E+13,Mar-31,27,0
LAWYER,78831,1.80079E+14,Oct-28,757,1
DOCTOR,4710,3.48795E+14,Mar-30,197,1
ENGINEER,85424,4.16622E+12,Apr-32,633,0
ENGINEER,72542,4.87257E+12,Nov-27,88,1
ENGINEER,65744,3.53898E+15,May-27,582,0
DOCTOR,56995,3.02897E+13,Oct-31,584,0
DOCTOR,20515,4.67688E+12,Jan-30,707,1
ENGINEER,95764,4.87305E+15,Apr-27,888,0
LAWYER,47754,2.13194E+14,Oct-30,313,0
LAWYER,81984,4.35355E+18,May-29,511,1
DOCTOR,73912,3.57356E+15,Dec-28,775,1
LAWYER,49477,2.29981E+15,Jan-27,191,0
ENGINEER,67945,3.73784E+14,Dec-27,995,0
LAWYER,34503,4.39314E+12,Apr-26,597,1
DOCTOR,38197,3.00761E+13,Aug-34,990,1
ENGINEER,39072,6.51809E+15,Feb-28,914,0
ENGINEER,44581,3.55962E+15,Jun-25,223,1
ENGINEER,78332,3.62645E+13,Jan-28,74,1
LAWYER,82363,3.65278E+13,Oct-33,73,1
ENGINEER,51005,6.01148E+15,Nov-28,617,1
DOCTOR,28240,1.80019E+14,Apr-32,990,1
ENGINEER,64385,5.03805E+11,Aug-29,998,1
LAWYER,25467,3.79151E+14,Jan-32,101,1
DOCTOR,82298,3.50419E+15,Jul-27,5069,1
DOCTOR,15299,4.6742E+15,Oct-33,844,1
ENGINEER,20199,3.53897E+15,Feb-30,648,1
ENGINEER,91085,4.0074E+15,Nov-30,1193,1
ENGINEER,57484,3.59365E+15,Apr-27,180,1
LAWYER,92392,4.02768E+18,Aug-28,299,0
DOCTOR,99029,4.23521E+15,Jul-31,158,0
LAWYER,90662,5.44274E+15,May-28,413,0
DOCTOR,21605,3.52686E+15,Aug-33,577,1
ENGINEER,57991,4.96449E+12,Sep-33,145,0
DOCTOR,24393,2.13191E+14,Nov-24,93,1
ENGINEER,28461,2.13169E+14,Sep-33,859,0
DOCTOR,5719,2.13185E+14,Jan-33,690,0
ENGINEER,24634,3.51763E+15,Jul-26,561,1
ENGINEER,76492,3.01974E+13,Jan-27,982,1
LAWYER,21079,3.52913E+15,Sep-30,705,1
ENGINEER,68622,4.94738E+15,Mar-28,380,0
LAWYER,56725,3.58188E+15,Mar-30,240,0
LAWYER,55402,6.75941E+11,Nov-25,586,0
DOCTOR,3448,3.51657E+15,Jan-30,700,1
DOCTOR,81484,2.22236E+15,Jan-26,476,0
DOCTOR,16072,3.03041E+13,Mar-29,791,1
DOCTOR,84489,3.79258E+14,Sep-32,469,1
LAWYER,42220,3.43285E+14,May-25,836,0
ENGINEER,37472,2.13135E+14,Apr-34,558,0
ENGINEER,73824,3.57094E+15,May-25,172,1
DOCTOR,29727,2.13144E+14,Dec-25,660,1
ENGINEER,4744,4.98922E+15,Jan-30,448,1
DOCTOR,39994,3.53073E+15,Oct-28,415,1
ENGINEER,74641,2.132E+14,May-30,120,0
LAWYER,30729,5.02045E+11,Sep-31,553,1
ENGINEER,41149,4.10197E+15,Sep-29,668,0
LAWYER,59201,3.70269E+14,Nov-32,383,0
LAWYER,21764,3.00749E+13,Feb-26,478,0
ENGINEER,21151,3.41085E+14,Jun-28,817,1
LAWYER,64372,4.90511E+15,Nov-31,275,1
DOCTOR,38131,2.13174E+14,Oct-25,871,1
ENGINEER,19926,4.3441E+15,Jun-29,656,1
LAWYER,55341,3.55606E+15,Apr-30,713,1
DOCTOR,90342,3.02398E+13,Sep-31,692,0
LAWYER,45039,3.04726E+13,Sep-26,870,0
ENGINEER,71911,4.72909E+15,Jan-28,461,0
DOCTOR,85694,3.53944E+15,Nov-27,443,1
DOCTOR,61263,5.66459E+11,Aug-31,849,0
LAWYER,58031,2.43712E+15,Apr-31,365,0
LAWYER,3489,4.56123E+12,Apr-32,292,0
ENGINEER,9199,3.05284E+13,Feb-28,487,1
ENGINEER,89997,4.68818E+12,Jun-33,912,0
ENGINEER,96987,3.70351E+14,Apr-26,41,1
DOCTOR,37459,4.2494E+15,Mar-30,681,0
ENGINEER,91819,3.04753E+13,Oct-26,303,0
DOCTOR,75512,3.0447E+13,Aug-34,299,1
LAWYER,78109,5.66008E+11,Jan-31,790,1
LAWYER,36509,4.34609E+12,Jul-34,319,0
DOCTOR,78766,2.13103E+14,Jul-32,125,0
ENGINEER,39394,4.9101E+15,Dec-26,560,1
ENGINEER,84885,3.58676E+15,Jan-27,193,0
ENGINEER,22590,2.49358E+15,Jun-31,32,0
DOCTOR,44958,6.39092E+11,Apr-34,461,1
LAWYER,68355,4.12227E+15,Feb-25,45,1
ENGINEER,97524,6.01182E+15,Nov-28,444,0
ENGINEER,4304,4.56571E+12,Dec-30,104,0
DOCTOR,46579,2.13153E+14,Apr-33,890,0
DOCTOR,68152,3.46701E+14,Apr-25,658,0
DOCTOR,17146,3.78705E+14,Aug-26,916,0
ENGINEER,747,2.13114E+14,Jan-34,591,1
DOCTOR,51165,4.27098E+12,Dec-29,502,0
ENGINEER,47897,4.26752E+18,May-31,980,0
DOCTOR,90864,2.71129E+15,Mar-32,371,1
LAWYER,34948,3.02284E+13,Nov-28,9680,0
ENGINEER,10377,4.4404E+12,Jul-26,799,0
ENGINEER,64531,4.45316E+15,Jan-31,948,0
ENGINEER,38870,4.48189E+15,Sep-31,430,1
ENGINEER,74666,3.034E+13,Dec-32,710,1
DOCTOR,14840,4.20645E+15,Jun-26,458,1
DOCTOR,88052,4.75488E+15,Jun-33,281,1
LAWYER,81691,6.30491E+11,Jul-26,608,1
LAWYER,59128,3.70992E+14,Aug-28,21,0
ENGINEER,87393,3.57093E+15,Oct-30,208,0
DOCTOR,22030,5.60929E+11,Jun-28,752,0
ENGINEER,8849,3.547E+15,Mar-34,5734,1
ENGINEER,78407,4.80096E+15,Jun-30,821,0
ENGINEER,7900,3.01728E+13,Jan-28,690,1
ENGINEER,36449,5.88287E+11,Nov-30,411,0
DOCTOR,46669,6.58253E+15,Jun-25,852,0
LAWYER,48962,4.46953E+15,Oct-32,362,0
DOCTOR,85801,6.01171E+15,Nov-24,804,1
DOCTOR,78873,4.90842E+12,May-33,308,1
ENGINEER,10858,4.42507E+15,Nov-24,441,0
DOCTOR,39545,3.72787E+14,Jul-26,954,1
LAWYER,10886,4.0703E+18,Jun-32,534,0
LAWYER,91671,3.51484E+15,Jun-33,755,0
DOCTOR,14934,4.13811E+15,Jan-30,571,0
ENGINEER,43039,4.77361E+18,Feb-26,370,1
DOCTOR,88437,4.80929E+18,Apr-25,629,0
ENGINEER,60734,4.50291E+18,Mar-27,350,1
LAWYER,97696,3.05253E+13,Sep-27,237,1
DOCTOR,20810,4.71103E+12,Nov-30,309,0
LAWYER,22888,3.49105E+14,May-32,642,1
ENGINEER,65037,5.01887E+11,Dec-27,909,0
DOCTOR,99642,2.28929E+15,Aug-30,663,0
ENGINEER,77911,3.5682E+15,Jul-28,207,1
LAWYER,74658,3.4786E+14,Jul-30,156,1
LAWYER,64635,2.13134E+14,Jan-26,89,0
DOCTOR,49482,4.80467E+15,Sep-26,403,0
LAWYER,39747,3.51274E+15,May-28,229,1
DOCTOR,10146,4.01284E+18,Oct-28,899,0
LAWYER,49644,5.43426E+15,Oct-26,204,0
DOCTOR,95385,6.3904E+11,Mar-30,273,1
ENGINEER,15233,4.64023E+12,Oct-29,722,0
LAWYER,71159,2.13103E+14,Jan-32,300,1
LAWYER,3493,3.49185E+14,Feb-30,12,1
DOCTOR,99881,5.02093E+11,Jul-26,4005,1
LAWYER,39025,4.21858E+15,Jul-32,241,1
ENGINEER,10487,4.25394E+15,May-33,896,1
LAWYER,53446,4.55018E+15,Jun-33,506,0
LAWYER,62586,3.70801E+14,Oct-29,460,0
ENGINEER,9181,2.29371E+15,May-25,319,1
DOCTOR,7170,3.53428E+15,Sep-29,784,1
LAWYER,65129,4.21213E+12,Feb-30,480,0
ENGINEER,556,6.54E+15,Mar-30,89,1
ENGINEER,98693,6.01111E+15,Apr-32,948,0
ENGINEER,33599,4.3979E+18,Nov-30,946,0
ENGINEER,8280,4.76638E+15,Jul-25,628,1
ENGINEER,7791,3.51858E+15,Apr-31,424,0
ENGINEER,16303,3.50169E+15,Jan-31,150,1
DOCTOR,34872,3.59614E+15,May-27,246,1
LAWYER,63352,6.5857E+15,May-28,893,0
DOCTOR,97298,3.84813E+13,Nov-24,2597,1
DOCTOR,12983,3.48678E+14,Apr-34,637,1
ENGINEER,82230,2.71913E+15,Mar-29,623,1
ENGINEER,44139,2.48069E+15,Sep-25,275,1
LAWYER,47447,3.76102E+14,Oct-29,66,1
LAWYER,49055,4.66285E+15,May-28,92,0
DOCTOR,35718,3.5562E+15,Jan-30,200,1
ENGINEER,21922,3.05741E+13,Oct-30,653,0
LAWYER,8007,3.89246E+13,Sep-30,124,0
ENGINEER,72150,3.44086E+14,Oct-30,707,1
ENGINEER,35810,3.05435E+13,Mar-25,304,1
LAWYER,53101,4.62519E+18,Aug-33,81,0
ENGINEER,62563,3.82435E+13,Mar-29,749,0
ENGINEER,29894,3.52517E+15,Feb-31,872,1
ENGINEER,35479,4.14197E+15,Apr-27,678,1
DOCTOR,62261,4.45801E+18,Aug-28,807,0
LAWYER,24552,3.00154E+13,Nov-28,5441,0
ENGINEER,24418,4.29172E+15,Jan-26,171,0
LAWYER,33794,3.04785E+13,Jan-33,991,1
LAWYER,18248,6.01148E+15,Sep-28,938,0
LAWYER,57433,5.03842E+11,Mar-26,869,0
LAWYER,42033,3.0131E+13,Nov-30,399,0
ENGINEER,5257,3.61733E+13,Mar-26,750,1
DOCTOR,73783,4.34015E+15,Jun-29,317,1
DOCTOR,34837,4.39819E+15,Nov-30,211,1
LAWYER,99736,5.03818E+11,Aug-34,778,1
DOCTOR,22557,3.42266E+14,Mar-33,265,0
ENGINEER,23513,6.53862E+15,Dec-24,56,1
DOCTOR,93178,4.33659E+18,May-32,144,0
ENGINEER,44065,5.03887E+11,Aug-34,917,0
LAWYER,35879,1.80034E+14,Jan-28,9809,0
ENGINEER,58008,4.84026E+12,Aug-29,97,1
DOCTOR,73988,3.05235E+13,May-27,399,0
DOCTOR,22090,4.48925E+12,May-34,936,0
LAWYER,77088,3.5118E+15,Apr-33,226,0
LAWYER,26646,2.13102E+14,Apr-34,68,1
DOCTOR,79299,4.13291E+15,Sep-28,661,1
LAWYER,79966,3.66908E+13,Aug-33,13,1
LAWYER,54439,3.47594E+14,Feb-33,797,0
ENGINEER,39156,3.43688E+14,Jan-26,7000,1
DOCTOR,6119,4.80181E+12,Oct-26,965,0
DOCTOR,19814,3.53659E+15,Aug-26,727,1
ENGINEER,27208,4.66669E+12,Nov-27,459,1
DOCTOR,55640,4.56539E+15,Apr-25,647,0
LAWYER,3051,6.54532E+15,Jun-32,334,0
ENGINEER,87152,3.58364E+15,Apr-33,67,1
LAWYER,78548,4.69037E+18,Jan-30,236,0
DOCTOR,65671,6.53296E+15,Jan-29,484,1
ENGINEER,94676,2.26926E+15,Aug-32,787,1
ENGINEER,99678,4.29189E+15,Mar-26,101,1
DOCTOR,93061,3.5102E+15,Jun-34,27,1
LAWYER,45282,2.1318E+14,Jun-33,9053,1
ENGINEER,96934,2.2729E+15,Jun-32,740,1
ENGINEER,86802,4.98143E+18,Jan-32,934,1
DOCTOR,74962,3.00888E+13,May-30,659,1
LAWYER,97157,6.01129E+15,Feb-30,97,0
LAWYER,50353,3.65028E+13,Aug-32,356,1
DOCTOR,97846,3.57103E+15,Sep-30,829,1
DOCTOR,10796,3.51259E+15,Jan-27,769,0
LAWYER,99868,3.57978E+15,Nov-28,793,0
ENGINEER,33030,3.58844E+15,Sep-29,699,0
DOCTOR,16445,4.95805E+15,Mar-31,533,0
LAWYER,15116,4.13077E+18,Jul-25,951,1
DOCTOR,78188,3.5504E+15,Jan-30,7752,0
ENGINEER,16721,6.01152E+15,Dec-33,345,0
LAWYER,27708,60458511726,Aug-29,8692,1
DOCTOR,9405,3.00267E+13,Aug-29,609,0
DOCTOR,21495,1.80023E+14,Oct-25,3536,0
DOCTOR,97544,5.55488E+15,May-30,550,1
DOCTOR,97724,3.4755E+14,Sep-26,490,1
DOCTOR,28483,3.50304E+15,Feb-29,828,1
ENGINEER,51694,5.52661E+15,Apr-28,462,0
DOCTOR,6741,4.51824E+15,Jun-34,367,1
LAWYER,38675,4.18085E+18,Sep-26,848,1
ENGINEER,50564,4.57644E+12,May-29,599,0
ENGINEER,85042,3.644E+13,Dec-26,946,1
LAWYER,97297,4.50056E+18,Apr-34,32,0
DOCTOR,41480,4.41039E+18,Jul-27,10,0
DOCTOR,60666,4.08462E+12,Jan-30,439,0
ENGINEER,52442,4.87623E+15,Jan-33,142,0
ENGINEER,69644,3.05157E+13,Nov-32,490,0
LAWYER,45905,3.71779E+14,Mar-31,760,1
DOCTOR,16161,4.27405E+12,Oct-31,969,1
ENGINEER,17381,4.74178E+18,May-27,810,0
LAWYER,91197,3.50127E+15,Jul-29,887,0
LAWYER,89388,4.73591E+15,Apr-26,189,1
ENGINEER,24691,4.03657E+12,Jun-29,203,1
ENGINEER,34519,4.96279E+12,Oct-31,389,1
DOCTOR,92226,4.64961E+15,Mar-28,6579,0
ENGINEER,5084,3.0581E+13,Jun-30,153,1
LAWYER,55828,4.1598E+18,Nov-26,607,0
LAWYER,74225,6.75975E+11,Jul-30,3807,1
DOCTOR,93492,3.59927E+15,Sep-28,950,0
LAWYER,34154,5.63235E+11,Mar-26,102,1
ENGINEER,13963,2.72058E+15,Jan-34,87,0
DOCTOR,9462,3.02965E+13,Jan-33,169,1
LAWYER,17537,4.74745E+18,Sep-34,962,1
LAWYER,44146,6.5969E+15,Mar-25,50,1
ENGINEER,12911,4.89603E+12,Feb-32,818,1
LAWYER,64651,2.59425E+15,Oct-31,567,0
DOCTOR,33868,1.80005E+14,May-34,544,1
LAWYER,10836,3.71065E+14,Jul-28,614,1
LAWYER,18817,6.76151E+11,Oct-28,94,1
DOCTOR,98830,5.02014E+11,Feb-29,571,1
LAWYER,37555,4.53573E+12,Sep-29,766,0
DOCTOR,45390,4.49007E+12,Jul-34,241,0
DOCTOR,34990,3.51763E+15,Feb-29,443,0
LAWYER,62268,5.59423E+15,Jun-27,307,0
ENGINEER,19339,3.43975E+14,Dec-26,355,0
ENGINEER,18958,3.54027E+15,Jan-28,678,1
DOCTOR,24857,4.44378E+15,Dec-32,838,1
ENGINEER,88869,4.89979E+15,Feb-25,2949,1
LAWYER,31737,3.59775E+15,May-28,537,1
DOCTOR,42856,4.83601E+15,Nov-32,815,1
LAWYER,63674,3.50994E+15,Jun-27,497,1
DOCTOR,73237,4.95726E+15,Mar-27,114,0
LAWYER,19614,5.22714E+15,Jul-33,950,0
DOCTOR,9941,1.80006E+14,Mar-27,561,1
DOCTOR,42546,1.80097E+14,Jul-34,555,1
DOCTOR,18039,60420015418,Feb-28,320,0
ENGINEER,71458,4.85795E+12,Aug-30,7151,0
LAWYER,9774,3.03288E+13,Jul-28,514,0
LAWYER,73552,4.828E+15,Dec-24,399,0
LAWYER,9448,4.24881E+18,Nov-30,828,1
ENGINEER,45403,3.52064E+15,May-27,447,0
LAWYER,38414,5.18006E+15,Apr-31,471,1
DOCTOR,37789,4.01117E+18,May-33,659,0
LAWYER,68176,3.03328E+13,May-31,384,1
LAWYER,60934,4.7219E+18,Dec-32,768,0
DOCTOR,61029,3.5743E+15,Dec-25,564,0
ENGINEER,56823,4.29806E+18,Dec-33,135,1
ENGINEER,99502,3.40866E+14,Dec-27,106,1
LAWYER,73637,3.74834E+14,Mar-34,528,1
DOCTOR,15725,2.7198E+15,Mar-29,149,1
DOCTOR,81480,6.01161E+15,Mar-28,898,0
ENGINEER,58828,5.02068E+11,Feb-33,2,0
LAWYER,23806,6.57013E+15,Aug-28,899,1
LAWYER,80420,6.01136E+15,Feb-25,9246,1
LAWYER,42745,3.02877E+13,May-28,633,0
ENGINEER,2122,6.30403E+11,Aug-34,758,1
DOCTOR,96135,3.58603E+15,Aug-31,447,0
ENGINEER,76185,4.32317E+15,Oct-30,1565,1
ENGINEER,22096,6.01147E+15,Jul-25,3916,0
ENGINEER,73190,5.16159E+15,Nov-33,346,0
DOCTOR,24943,4.62535E+18,Sep-29,400,1
ENGINEER,93346,3.05657E+13,Aug-32,902,1
DOCTOR,46666,4.72274E+15,Sep-31,4468,1
DOCTOR,62008,3.42387E+14,May-32,565,1
DOCTOR,44823,2.13128E+14,Jan-29,145,1
LAWYER,97568,5.3269E+15,Jul-28,904,0
DOCTOR,22014,3.48749E+14,Jul-32,570,0
ENGINEER,73421,1.80008E+14,Mar-34,351,1
LAWYER,29071,3.04817E+13,Mar-25,696,0
LAWYER,613,4.38594E+18,Mar-31,584,1
DOCTOR,50865,4.93433E+18,Jan-25,613,0
LAWYER,48822,3.03895E+13,Aug-31,395,1
ENGINEER,1953,3.45608E+14,Feb-30,20,0
LAWYER,96054,2.22545E+15,Feb-26,686,0
LAWYER,5731,5.03824E+11,Jun-33,726,1
LAWYER,41124,4.62441E+18,Dec-33,301,0
ENGINEER,59356,4.53758E+15,Nov-29,943,0
ENGINEER,11188,6.01105E+15,Oct-28,829,1
DOCTOR,53695,1.8002E+14,Jan-29,569,1
ENGINEER,54341,3.50617E+15,Jan-25,152,0
DOCTOR,45103,4.54762E+18,Dec-24,454,0
ENGINEER,91318,4.11047E+18,Jan-32,639,1
ENGINEER,17577,5.03864E+11,Dec-26,371,1
ENGINEER,14655,5.02082E+11,Dec-32,677,0
ENGINEER,44627,3.449E+14,Jan-34,196,0
DOCTOR,18935,3.03275E+13,Nov-24,880,0
ENGINEER,28542,3.56584E+15,Nov-31,402,1
DOCTOR,93416,1.8008E+14,Jul-27,182,0
DOCTOR,71163,3.57985E+15,Sep-33,570,1
LAWYER,67733,2.46872E+15,Dec-25,845,0
ENGINEER,22252,5.45982E+15,Feb-32,24,1
ENGINEER,88418,3.55235E+15,Jan-25,314,1
ENGINEER,97613,5.0208E+11,May-34,310,1
DOCTOR,46152,5.77352E+11,May-27,456,1
DOCTOR,41042,4.80827E+18,Sep-32,78,1
LAWYER,23940,4.26838E+15,Oct-26,882,0
DOCTOR,24050,3.5007E+15,Nov-25,131,1
ENGINEER,85507,6.52841E+15,Dec-24,551,1
LAWYER,8863,5.44119E+15,Feb-33,502,0
DOCTOR,12938,4.45246E+12,Feb-32,501,0
DOCTOR,94984,3.78941E+14,Aug-30,896,1
DOCTOR,76699,4.29275E+15,Feb-32,203,1
DOCTOR,5476,4.67221E+12,Dec-29,471,0
ENGINEER,4614,2.62143E+15,Jun-30,1581,1
LAWYER,6314,6.01114E+15,Apr-28,311,1
ENGINEER,6009,6.01131E+15,Jun-28,553,0
ENGINEER,10365,2.54265E+15,Nov-27,690,1
DOCTOR,43304,3.40826E+14,Jan-32,110,0
ENGINEER,89341,6.58269E+15,Apr-30,277,0
DOCTOR,76121,4.89439E+18,Feb-30,707,0
ENGINEER,68320,4.99999E+15,Jul-34,914,0
ENGINEER,57225,4.93227E+12,Oct-25,679,0
ENGINEER,70870,3.58882E+15,Jul-25,475,0
LAWYER,52898,4.06148E+18,Aug-31,891,0
LAWYER,16908,4.44528E+15,Jun-33,4828,1
LAWYER,87082,6.76175E+11,Jul-27,295,1
DOCTOR,19441,3.41695E+14,Dec-29,5693,0
ENGINEER,11950,6.76305E+11,Oct-34,529,0
ENGINEER,62419,4.13805E+12,Jul-34,375,1
DOCTOR,56574,6.76238E+11,Jan-30,311,0
DOCTOR,23075,4.67853E+15,Feb-34,561,0
LAWYER,41016,5.68274E+11,Jul-28,930,1
LAWYER,31432,6.53568E+15,Mar-30,853,0
ENGINEER,80098,4.29658E+15,May-25,581,0
DOCTOR,83319,6.01117E+15,Sep-27,509,1
DOCTOR,98584,4.96276E+18,Feb-33,390,0
DOCTOR,24165,3.56796E+15,Jun-33,354,0
DOCTOR,39215,4.88411E+15,Apr-26,1434,1
LAWYER,56528,3.50733E+15,Mar-28,646,1
LAWYER,52063,6.76218E+11,Dec-33,194,0
ENGINEER,96807,4.3966E+18,Aug-27,407,1
DOCTOR,53094,4.91802E+15,May-25,4711,0
LAWYER,28866,2.26323E+15,May-31,102,0
LAWYER,22984,2.41694E+15,Jul-28,834,1
DOCTOR,37813,4.23974E+15,Jun-25,129,1
LAWYER,5180,3.57104E+15,Oct-29,135,1
LAWYER,14814,3.0412E+13,Oct-26,575,1
DOCTOR,41183,2.67841E+15,Jul-27,933,0
DOCTOR,68097,4.36693E+18,Mar-33,307,1
LAWYER,12902,4.15328E+12,May-27,124,0
LAWYER,9167,3.51623E+15,Aug-31,770,1
ENGINEER,46561,4.08647E+12,Aug-29,357,0
ENGINEER,34988,2.6858E+15,Mar-33,360,1
ENGINEER,36718,4.40798E+15,May-31,797,0
LAWYER,72018,6.57787E+15,Feb-25,834,1
ENGINEER,51512,3.54334E+15,Apr-26,431,1
ENGINEER,70629,2.13193E+14,Aug-27,847,1
DOCTOR,73616,4.88233E+18,May-34,600,1
LAWYER,97445,3.72346E+14,Feb-31,224,0
ENGINEER,35826,2.13179E+14,Jan-32,622,0
ENGINEER,52122,4.37271E+15,Apr-29,439,1
ENGINEER,45887,4.04641E+15,Jun-29,964,1
DOCTOR,66584,5.19689E+15,May-34,512,0
LAWYER,58667,1.80016E+14,Apr-31,406,1
DOCTOR,10057,4.48745E+15,Feb-26,460,0
ENGINEER,18397,3.51971E+15,Oct-25,114,1
LAWYER,59268,1.8009E+14,Oct-32,31,0
LAWYER,73736,3.04945E+13,Aug-33,9448,1
ENGINEER,67765,6.01145E+15,Mar-26,9790,0
LAWYER,94056,5.61838E+11,Jul-33,373,1
ENGINEER,31003,3.43773E+14,Jan-25,769,0
LAWYER,59818,4.95655E+15,Jan-32,134,1
DOCTOR,31758,4.02871E+12,Aug-28,412,0
ENGINEER,425,4.84744E+15,Jul-29,973,0
DOCTOR,32105,2.26029E+15,Mar-31,556,1
LAWYER,53423,4.95134E+12,Dec-27,968,0
DOCTOR,25737,6.0117E+15,Sep-30,128,1
LAWYER,98530,2.13103E+14,Dec-29,177,1
LAWYER,36817,4.15205E+15,Oct-32,282,0
ENGINEER,10229,4.07705E+18,Feb-25,550,1
DOCTOR,47420,3.04546E+13,Mar-27,5985,0
LAWYER,67266,2.1318E+14,May-33,114,0
ENGINEER,19613,4.54676E+15,Jul-29,143,0
ENGINEER,109,5.60808E+11,May-32,800,1
DOCTOR,93430,4.0073E+15,Jun-28,489,0
DOCTOR,5007,4.80149E+15,Aug-33,824,0
DOCTOR,54812,3.52392E+15,Apr-26,710,1
ENGINEER,35266,3.58165E+15,May-34,751,1
ENGINEER,48611,5.01896E+11,Mar-26,463,1
ENGINEER,19829,4.27506E+18,Aug-31,59,0
LAWYER,75121,4.00742E+12,Mar-26,428,1
LAWYER,44019,2.13164E+14,Aug-32,332,0
ENGINEER,42143,2.25009E+15,Sep-26,647,0
LAWYER,84581,6.01147E+15,Mar-27,984,0
